"NguonNhapID","Ten","DiaChi","TinhThanh","QuocGia","DienThoai","Fax","GhiChu","Email","WebSite","Loai","HienThi"
2852,"Kyongbo Pharm. Co., Ltd",,,,,,,,,,1
2853,"Kyongbo Pharm. Co., Ltd.",,,,,,,,,,1
2854,"Kyongbo Pharmaceutical Co., Ltd.",,,,,,,,,,1
2855,"Kyongbo Pharmaceutical Co.,Ltd Korea",,,,,,,,,,1
2856,L Laboratorios Torlan SA,,,,,,,,,,1
2857,L&T - Cty TNHH MTV TMDV XNK L&T,"",Thành phố Hồ Chí Minh,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
2858,La Vang-Cty TNHH Kỷ Thuật Y Tế La Vang,"",Thành phố Hồ Chí Minh,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
2859,LAB REIG JOFRE S.A,,,,,,,,,,1
2860,"Labesfal - Laboratorios Almiro, S.A",,,,,,,,,,1
2861,"Labesfal - Laboratorios Almiro, S.A.",,,,,,,,,,1
2862,"Labesfal - Laboratorios Almiro, SA",,,,,,,,,,1
2863,"Labesfal - Laboratorios Almiro, SA - Bồ Đào Nha",,,,,,,,,,1
2864,"Labesfal-Laboratorios Almiro, S.A. - Bồ Đào Nha",,,,,,,,,,1
2865,Labm,,,,,,,,,,1
2866,"Laborato Lesvi, S.L- Tây Ban Nha",,,,,,,,,,1
2867,Laboratoire Aguettant,,,,,,,,,,1
2868,"Laboratoire Aguettant ,Pháp",,,,,,,,,,1
2869,laboratoire Aguettant- Phap,,,,,,,,,,1
2870,"Laboratoire Aguettant,Pháp",,,,,,,,,,1
2871,Laboratoire Chauvin,,,,,,,,,,1
2872,Laboratoire Pharm,,,,,,,,,,1
2873,Laboratoire Renaudin,,,,,,,,,,1
2874,Laboratoire Sterop,,,,,,,,,,1
2875,Laboratoire Unither,,,,,,,,,,1
2876,"Laboratoire Unither,Pháp",,,,,,,,,,1
2877,Laboratoires Expanscience,,,,,,,,,,1
2878,Laboratoires Galderma - Ph¸p,,,,,,,,,,1
2879,Laboratoires Galderma - Pháp,,,,,,,,,,1
2880,Laboratoires Mayoly Spindler,,,,,,,,,,1
2881,Laboratoires Merck Sharp & Dohme - Chibret; đóng gói tại Laboratoires Merck Sharp & Dohme - Chibret.- đóng gói,,,,,,,,,,1
2882,Laboratoires panpharma - France,,,,,,,,,,1
2883,Laboratoires Renaudin,,,,,,,,,,1
2884,Laboratoires Rosa Phytopharma,,,,,,,,,,1
2885,Laboratoires Sophartex,,,,,,,,,,1
2886,"Laboratoires Sophartex- Pháp,",,,,,,,,,,1
2887,Laboratoires Sterop NV,,,,,,,,,,1
2888,Laboratoires Urgo,,,,,,,,,,1
2889,Laboratoria Sterop N.V-Bỉ,,,,,,,,,,1
2890,"Laboratorio Aldo Union, S.A - Tây Ban Nha",,,,,,,,,,1
2891,"Laboratorio Aldo Union, S.A.",,,,,,,,,,1
2892,Laboratorio Aldo-Union SATây Ban Nha,,,,,,,,,,1
2893,Laboratorio Elea - Argentina,,,,,,,,,,1
2894,Laboratorio Elea S.A.C.I.F.YA,,,,,,,,,,1
2895,Laboratorio IMA S.A.I.C,,,,,,,,,,1
2896,Laboratorio IMA S.A.I.C.,,,,,,,,,,1
2897,Laboratorio International Argentino S.A,,,,,,,,,,1
2898,Laboratorio Pablo Cassará S.R.L,,,,,,,,,,1
2899,Laboratorio Reig Jofre SA,,,,,,,,,,1
2900,Laboratorios - Spain,,,,,,,,,,1
2901,Laboratorios Bago S.A,,,,,,,,,,1
2902,Laboratorios Clausen SA.,,,,,,,,,,1
2903,Laboratorios IMA S.A.I.C,,,,,,,,,,1
2904,Laboratorios IMA S.A.I.C. - Achentina,,,,,,,,,,1
2905,Laboratorios Kin S.A.,,,,,,,,,NHAPNCC,1
2906,Laboratorios Lesvi S.L,,,,,,,,,,1
2907,Laboratorios Lesvi S.L.,,,,,,,,,,1
2908,"Laboratorios Lesvi, S.L",,,,,,,,,,1
2909,"Laboratorios Lesvi, SL",,,,,,,,,,1
2910,Laboratorios Liconsa - Spain,,,,,,,,,,1
2911,Laboratorios Liconsa S.A,,,,,,,,,,1
2912,Laboratorios Liconsa S.A.,,,,,,,,,,1
2913,"Laboratorios Liconsa, S. A",,,,,,,,,,1
2914,Laboratorios Liconsaua S.A,,,,,,,,,,1
2915,"Laboratorios Linconsa, S.A",,,,,,,,,,1
2916,Laboratorios Normon,,,,,,,,,,1
2917,Laboratorios Normon S.A.,,,,,,,,,,1
2918,"Laboratorios Normon, S.A.- Spain",,,,,,,,,,1
2919,Laboratorios Recalcine S.A,,,,,,,,,,1
2920,"Laboratorios Salvat, S.A",,,,,,,,,,1
2921,"Laboratorios Vitoria, S.A.",,,,,,,,,,1
2922,Lạc Lê,,,,,,,,,,1
2923,Lạc Việt,,,,,,,,,,1
2924,Lạc Việt - Cty TNHH Dược Phẩm Lạc Việt,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
2925,Lạc Việt - Việt Nam,,,,,,,,,,1
2926,Lạc Việt - VN,,,,,,,,,,1
2927,Lạc Việt/ Việt Nam,,,,,,,,,,1
2928,Lacvimed,,,,,,,,,,1
2929,Ladophar,,,,,,,,,,1
2930,Lainco S.A,,,,,,,,,,1
2931,Lainco S.A - Tây Ban Nha,,,,,,,,,,1
2932,"Lainco, S.A - Tây Ban Nha",,,,,,,,,,1
2933,Lamed,,,,,,,,,,1
2934,La-Med Healthcare,,,,,,,,,,1
2935,Lavitec,,,,,,,,,,1
2936,Lawton,,,,,,,,,,1
2937,LD An Pha - Thành Phương - LD Cty TNHH TM KT An Pha - Cty TNHH Thành Phương,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
2938,LD An Pha - Việt Thắng,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
2939,LD Công ty CP giải pháp y tế Hà Nội và Công ty CP O2 Việt Nam,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
2940,LD Công ty TNHH DP Việt Đức - Công ty TNHH DP Đức Việt,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
2941,LD Cty CP Đầu tư phát triển Seaphaco và Cty CP Dược Trung Ương Mediplantex,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
2942,LD Cty CP TTBYT - DP Hiệp Nhất và Cty TNHH Nova Pharma,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
2943,LD Cty TNHH DP Việt Thái - Cty TNHH TMĐT XNK HP Cát,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
2944,LD Hà Linh & Văn Lang,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
2945,LD Huy Hoàng & T.R.A.N.S.M.E.D - Cty TNHH TM DVKT XNK Huy Hoàng & Cty TNHH TV TM và DV KHKT T.R.A.N.S.M.E.D,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
2946,LD MEYER - BPC,,,,,,,,,NHAPNCC,1
2947,LD Minh Đức - Quang Dương - Liên danh Cty TNHH XNK YT Minh Đức - Cty TNHH DP Quang Dương,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
2948,LD Minh Khang & Trang Y - Liên danh Cty TNHH KHKT Minh Khang và Cty CP Trang Y,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
2949,LD Quỳnh Anh - ATT - Liên danh công ty Quỳnh Anh - ATT,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
2950,LD Song Khanh - Ngọc Việt,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
2951,LD Tây Nam - Hoàng Nam,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
2952,LD Thành Thy - Nam Hòa Phát - Liên danh Cty TNHH TM & DV Thành Thy và Cty TNHH TTBYK Nam Hòa Phát,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
2953,LD TMT Kiên Giang & Sala - Liên danh Cty CP XD và SXTM VTYT TMT Kiên Giang & Cty TNHH DP Sala,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
2954,LD Trọng Tín - Thành Khoa,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
2955,LDDP Eloge Frace-VN,,,,,,,,,,1
2956,LDP Laboratorios Torlan S.A,,,,,,,,,,1
2957,LDP Laboratorios Torlan SA,,,,,,,,,,1
2958,LDP-Laboratorios Torlan SA,,,,,,,,,,1
2959,Lê Văn Hiếu (Nhà thuốc Bệnh Viện),"",Kiên Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
2960,Leica,,,,,,,,,,1
2961,Lek Pharmaceuticals d.d,,,,,,,,,,1
2962,"Lek Pharmaceuticals d.d,",,,,,,,,,,1
2963,"Lek Pharmaceuticals d.d, Slovenia",,,,,,,,,,1
2964,Lek Pharmaceuticals d.d.,,,,,,,,,,1
2965,Lek S.A,,,,,,,,,,1
2966,LeMaitre,,,,,,,,,,1
2967,Lemaitre Vascular Inc - Mỹ,,,,,,,,,,1
2968,Leo Pharmaceutical Product Ltd. A/S (Leo Pharma A/S),,,,,,,,,,1
2969,"Les Laboratoires Servier  Industrie, Pháp",,,,,,,,,,1
2970,Les Laboratoires Servier Industrie,,,,,,,,,,1
2971,Les Laboratories Servier Industrie,,,,,,,,,,1
2972,Les Laboratories Servier Industrie - Pháp,,,,,,,,,,1
2973,"Les Laboratories Servier Industrie - Pháp,",,,,,,,,,,1
2974,"Les Laboratories Servier Industrie - Pháp, Pháp",,,,,,,,,,1
2975,Lessac Research Laboratoriss Private Limited,,,,,,,,,,1
2976,LG Life  Sciences Ltd,,,,,,,,,,1
2977,LG Life Sciences Ltd,,,,,,,,,,1
2978,Libeier/ Kanghui - Medtronic,,,,,,,,,,1
2979,Libeier/Kanghui-Medtronic,,,,,,,,,,1
2980,Liebel - Flarsheim,,,,,,,,,NHAPNCC,1
2981,Liebel-Flarsheim/Guerbet ,,,,,,,,,NHAPNCC,1
2982,Liên danh Công ty CP TM Dược Hoàng Long +Công ty TNHH Dược và VTYT Thảo Nguyên,,,,,,,,,,1
2983,Liên danh Công ty TNHH MTV DP Vimedimex -  CP VN PHARMA - CP SPM - CP DP TW1 (Phabaco),,,,,,,,,,1
2984,Liên danh Công ty Văn Lang – UNI,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
2985,Liên danh Cty CP Dược Việt Hùng- Cty TNHH MTV Dược Phẩm Ngọc Hồ,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
2986,Liên Doanh Công ty Phạm Anh - Thuận Nam,,,,,,,,,,1
2987,Liên doanh Meyer-Bpc,,,,,,,,,,1
2988,Liên doanh Stada-VN,,,,,,,,,,1
2989,Liên Nha - Cty TNHH TBYT Liên Nha,"",Thành phố Hồ Chí Minh,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
2990,Liên Phát - Cty TNHH Dược Phẩm Liên Phát,,Kiên Giang,Việt Nam,,,,,,NHAPNCC,1
2991,"Life Vascular Devices Biotech, S.L. (LVD Biotech, S.L)",,,,,,,,,,1
2992,"Life Vascular Devices Biotech, S.L. (LVD Biotech, S.L.)",,,,,,,,,,1
2993,"LIFE VASCULAR DEVlCES BIOTECH, S.L. (LVD BIOTECH, S.L.)",,,,,,,,,,1
2994,Lifecare,,,,,,,,,,1
2995,Lifecare - Mã Lai,,,,,,,,,,1
2996,Lifecare - Malaysia,,,,,,,,,,1
2997,Lifelong,,,,,,,,,,1
2998,Lifetech,,,,,,,,,,1
2999,Lilly France,,,,,,,,,,1
3000,"Lilly France (lắp ráp, đóng gói: Eli Lilly and Company",,,,,,,,,,1
3001,Lilly Pharma Fertigung and Distribution GMBH & CO.KG/Đức,,,,,,,,,,1
3002,"Lilly S.A; Avda, Tây Ban Nha",,,,,,,,,,1
3003,Lily,,,,,,,,,,1
3004,Lily - Đài Loan,,,,,,,,,,1
3005,LiLy - Taiwan,,,,,,,,,,1
3006,Lindopharm - Germany,,,,,,,,,,1
3007,Lindopharm GmbH,,,,,,,,,,1
3008,"lindopharm GmbH , Gemany",,,,,,,,,,1
3009,Linear Chemials,,,,,,,,,,1
3010,Linear Chemicals,,,,,,,,,,1
3011,Linear Chemicals / Spain,,,,,,,,,,1
3012,Linvatec,,,,,,,,,,1
3013,Liofichem,,,,,,,,,,1
3014,Liofilchem,,,,,,,,,,1
3015,"Lipa Pharmaceuticals Pty.,Ltd, Úc",,,,,,,,,,1
3016,Lisapharma S.p.A- Italia,,,,,,,,,,1
3017,Liwolrdco,,,,,,,,,,1
3018,LMA (Teleflex),,,,,,,,,,1
3019,LNE/ G7,,,,,,,,,,1
3020,Loba - Ấn Độ,,,,,,,,,,1
3021,Lohmann & Rauscher,,,,,,,,,,1
3022,Lohmann & Rauscher - Đức/Áo,,,,,,,,,,1
3023,Lợi Thành,,,,,,,,,,1
3024,Lomapharm Rudolf Lohmann GmbH KG,,,,,,,,,,1
3025,Long Giang - Cty TNHH TM DP Long Giang,"",Tiền Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
3026,Long Phương - CTy TNHH Công Nghệ Long Phương,"Số 3, Ngõ 45, Đường Nguyên Hồng, P.Láng Hạ, Q.Đống Đa, TP.Hà Nội",Thành phố Hà Nội,Việt nam,"0438310550","","",                                                  ,                                                  ,NHAPNCC,1
3027,Lorne,,,,,,,,,,1
3028,"Lotus Surgicals Pvt, Ltd.",,,,,,,,,,1
3029,Lục Tỉnh - Cty TNHH TM & DVKT Lục Tỉnh,"",Thành phố Hồ Chí Minh,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
3030,Lucas,,,,,,,,,,1
3031,Lupin  Ltd- India,,,,,,,,,,1
3032,Lupin Ltd,,,,,,,,,,1
3033,Lupin Ltd..,,,,,,,,,,1
3034,Lupin-Ấn Độ,,,,,,,,,,1
3035,Lusterdent,,,,,,,,,,1
3036,LUX-SUTURES,,,,,,,,,,1
3037,Luxsutures Ag,,,,,,,,,,1
3038,Lyka Labs - Ấn Độ,,,,,,,,,,1
3039,Lyka Labs - India,,,,,,,,,,1
3040,Lyka Labs Limited - India,,,,,,,,,,1
3041,Lyka Labs ltd,,,,,,,,,,1
3042,Lyka Labs Ltd - India,,,,,,,,,,1
3043,Lyka labs-Ấn Độ,,,,,,,,,,1
3044,LyKy Labs Limited,,,,,,,,,,1
3045,M/s Cipla Ltd,,,,,,,,,,1
3046,"M/s Cipla Ltd (đóng gói và xuất xưởng: Boehringer Ingelheim Pharma GmbH & Co. KG., Đức)",,,,,,,,,,1
3047,"M/s Cipla Ltd (đóng gói và xuất xưởng: Boehringer Ingelheim Pharma GmbH & Co. KG., Đức),Ấn Độ",,,,,,,,,,1
3048,M/s Getwell - India,,,,,,,,,,1
3049,M/s Getwell Pharmaceuticals,,,,,,,,,,1
3050,M/s Getwell Pharmaceuticals - Ấn độ,,,,,,,,,,1
3051,M/S Gland Pharma Ltd,,,,,,,,,,1
3052,M/S Gland Pharma Ltd.,,,,,,,,,,1
3053,M/S Gland Pharma Ltd.-India,,,,,,,,,,1
3054,M/S Kusum Healthcare Private Limited,,,,,,,,,,1
3055,M/S Kusum Healthcare pvt - India,,,,,,,,,,1
3056,M/s Nectar Lifescience Limited.,,,,,,,,,,1
3057,M/s Nectar Lifesciences Limited.,,,,,,,,,,1
3058,M/s Olive Healthcare,,,,,,,,,,1
3059,M/s Samdudh Pharmaceutical Pvt.Ltd - India,,,,,,,,,,1
3060,"M/s Samrudh Phamaceuticals Pvt, Ltd.",,,,,,,,,,1
3061,M/s Windlas Biotech Ltd.,,,,,,,,,,1
3062,"M/s. Mallinckrodt Medical B.V, Hà lan",,,,,,,,,,1
3063,Mack,,,,,,,,,,1
3064,Macleods Pharmaceuticals Ltd,,,,,,,,,,1
3065,Macleods Pharmaceuticals Ltd- Ấn Độ,,,,,,,,,,1
3066,Macleods Pharmaceuticals Ltd -Ấn Độ,,,,,,,,,,1
3067,Macleods Pharmaceuticals Ltd.,,,,,,,,,,1
3068,Macleods Pharmaceuticals.Ltd,,,,,,,,,,1
3069,Macopharm,,,,,,,,,,1
3070,Macopharma,,,,,,,,,,1
3071,Macrimasa - Pharma,,,,,,,,,,1
3072,Macrimasa Pharma,,,,,,,,,,1
3073,Mai Đồng   - Cty TNHH - TTB Y Tế Mai Đồng,,Kiên Giang,Việt Nam,,,,,,NHAPNCC,1
3074,Mai Đông - Cty TNHH TBYT Mai Đông,"",Thành phố Hồ Chí Minh,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
3075,Mai Nguyên - Nhà thuốc Mai Nguyên,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
3076,Mai phương - Cty TNHH DP Mai phương,"",Thành phố Hồ Chí Minh,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
3077,Mai Văn Phước,"",Kiên Giang,Việt Nam,"","","",                                                  ,                                                  ,NHAPNCC,1
3078,Mai Việt Anh - Cty CPTMDV Mai Việt Anh,"28/1/4 Phan Đình Gi1ot, P2, QTân Bình, TPHCM",Thành phố Hồ Chí Minh,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
3079,Maifefer - Đức,,,,,,,,,,1
3080,Makcur Laboratories Ltd - Ấn độ,,,,,,,,,,1
3081,Malaysia,,,,,,,,,,1
3082,Mallinckr,,,,,,,,,,1
3083,Mani,,,,,,,,,,1
3084,Mani - Nhật,,,,,,,,,,1
3085,"Manufactured by PT. Merck Tbk- Indonesia (Under licence of Merck KGaA-Germany) / Packed by Pierre Fabre Vietnam Co., Ltd.-Việt Nam, Indonesia, đóng gói Việt Nam",,,,,,,,,,1
3086,Manufacturing,,,,,,,,,,1
3087,Maple Pharmaceuticals (Pvt) Ltd,,,,,,,,,,1
3088,Maquet,,,,,,,,,,1
3089,Maquet- Thổ Nhĩ Kỳ,,,,,,,,,,1
3090,Marck Biosciences - Ấn Độ,,,,,,,,,,1
3091,Marck Biosciences Limited,,,,,,,,,,1
3092,Marck Biosciences Ltd,,,,,,,,,,1
3093,Marck Bioxciences Limited.,,,,,,,,,,1
3094,Marck-India,,,,,,,,,,1
3095,Marcopharma,,,,,,,,,,1
3096,MarienFeld,,,,,,,,,,1
3097,Marksan  - India,,,,,,,,,,1
3098,Marksans,,,,,,,,,,1
3099,Marksans - India,,,,,,,,,,1
3100,Marksans India,,,,,,,,,,1
3101,Marksans Pharma - India,,,,,,,,,,1
3102,Marksans pharma Ltd- India,,,,,,,,,,1
3103,Marksans Pharma. - India,,,,,,,,,,1
3104,Marshall - Anh,,,,,,,,,,1
3105,Mascia Brunelli S.p.A,,,,,,,,,,1
3106,Mast,,,,,,,,,,1
3107,Masterdent,,,,,,,,,,1
3108,Mặt Trời Mới - Cty CP DP Mặt Trời Mới,,Kiên Giang,Việt Nam,,,,,,NHAPNCC,1
3109,Matrix,,,,,,,,,,1
3110,Matrix - Ấn Độ,,,,,,,,,,1
3111,Matrix Labs Ltd - India,,,,,,,,,,1
3112,Matrix Meditec,,,,,,,,,,1
3113,Maxim -  India,,,,,,,,,,1
3114,Maxim Pharma PVT,,,,,,,,,,1
3115,Máy Lọc Thận VN - Cty CP Máy Lọc Thận Việt Nam,"",Thành phố Hà Nội,Việt nam,"0437586388","","",                                                  ,                                                  ,NHAPNCC,1
3116,Mayoly Spindler,,,,,,,,,,1
3117,Mayoly Spindler - Pháp,,,,,,,,,,1
3118,Mct,,,,,,,,,,1
3119,MDT,,,,,,,,,,1
3120,Me di sun,,,,,,,,,,1
3121,Mebiphar,,,,,,,,,,1
3122,Mebiphar - Cty CP DP và sinh học y tế Mebiphar,"",Thành phố Hồ Chí Minh,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
3123,Mebiphar - Việt Nam,,,,,,,,,,1
3124,Mebiphar JSC,,,,,,,,,,1
3125,Mebiphar/ Việt Nam,,,,,,,,,,1
3126,Mebiphar-Austrapharm,,,,,,,,,,1
3127,Mebiphar-Austrapharm - VN,,,,,,,,,,1
3128,Mecconti,,,,,,,,,,1
3129,Medacta,,,,,,,,,,1
3130,Medana Pharma - Ba Lan,,,,,,,,,,1
3131,Medana Pharma Spolka Akcyjna,,,,,,,,,,1
3132,Medcomtech - Cty CP Medcomtech,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
3133,Medeco,,,,,,,,,,1
3134,Medevice,,,,,,,,,,1
3135,Medevice 3S,,,,,,,,,,1
3136,Medgal,,,,,,,,,,1
3137,Medi Golden - Cty TNHH Medi Golden,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
3138,Medica,,,,,,,,,,1
3139,Medica / USA,,,,,,,,,,1
3140,Medica Korea - Korea,,,,,,,,,,1
3141,"Medical Compoents, Inc / Martech Medical Products",,,,,,,,,,1
3142,"Medical Components, Inc - USA, Martech Medical Products - Mexico",,,,,,,,,,1
3143,Medicare,,,,,,,,,,1
3144,Medice Arzneimittel Putter GmBh & Co.KG,,,,,,,,,,1
3145,Medicor,,,,,,,,,,1
3146,Medicor- Ấn Độ,,,,,,,,,,1
3147,Medicor/ Ấn Độ,,,,,,,,,,1
3148,Medikit,,,,,,,,,NHAPNCC,1
3149,Medin,,,,,,,,,,1
3150,Medin/ CH Séc,,,,,,,,,,1
3151,Medin/CH Séc,,,,,,,,,,1
3152,Medin/Mikromed,,,,,,,,,,1
3153,Medin-CH Séc,,,,,,,,,,1
3154,Medipharco - CN Cty CP Dược TW Medipharco - Tenamyd (TT Huế ),,Kiên Giang,Việt Nam,,,,,,NHAPNCC,1
3155,Medipharco Tenamyd,,,,,,,,,,1
3156,Medipharco- Tenamyd BR s.r.l Việt Nam,,,,,,,,,,1
3157,Medipharco-Tenamyd,,,,,,,,,,1
3158,Medipharco-Tenamyd BR s.r.l,,,,,,,,,,1
3159,Mediplantex,,,,,,,,,,1
3160,Mediplantex - CN cty CP dược TW Mediplantex (TP Hà Nội),"",Thành phố Hồ Chí Minh,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
3161,Mediplantex - Cty CP Dược Mediplantex,"",Thành phố Hồ Chí Minh,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
3162,Mediplantex-VN,,,,,,,,,,1
3163,Mediplast,,,,,,,,,NHAPNCC,1
3164,Medisun,,,,,,,,,,1
3165,Medisun - Việt Nam,,,,,,,,,,1
3166,Medite,,,,,,,,,,1
3167,Medite - Đức,,,,,,,,,,1
3168,Meditop,,,,,,,,,,1
3169,Medivice,,,,,,,,,,1
3170,Mediwin,,,,,,,,,,1
3171,Medlac Pharma Italy - Việt nam,,,,,,,,,,1
3172,Medley,,,,,,,,,,1
3173,Medley - India,,,,,,,,,,1
3174,Medley Pharmaceutical Ltd.,,,,,,,,,,1
3175,Medley Pharmaceuticals LTD,,,,,,,,,,1
3176,Medochemie,,,,,,,,,,1
3177,Medochemie - CH Síp,,,,,,,,,,1
3178,Medochemie Ltd,,,,,,,,,,1
3179,Medochemie Ltd - Ampoule Injectable Facility,,,,,,,,,,1
3180,Medochemie Ltd (Factory C),,,,,,,,,,1
3181,"Medochemie Ltd,Cyprus",,,,,,,,,,1
3182,Medochemie Ltd.,,,,,,,,,,1
3183,Medochemie Ltd. (Factory B),,,,,,,,,,1
3184,"Medochemie LTD.,",,,,,,,,,,1
3185,Medochemie Ltd.-Factory C,,,,,,,,,,1
3186,Medochemie Ltd-Factory C,,,,,,,,,,1
3187,Medopharm,,,,,,,,,,1
3188,Medopharm - Ấn Độ,,,,,,,,,,1
3189,Medos,,,,,,,,,,1
3190,Medphano Arzneimittel Gmbh,,,,,,,,,,1
3191,Medprin,,,,,,,,,,1
3192,Medtroic,,,,,,,,,,1
3194,Medtronic,,,,,,,,,NHAPNCC,1
3195,Medtronic - Ireland,,,,,,,,,,1
3196,Medtronic - Libeier/Kanghui,,,,,,,,,,1
3197,Medtronic - Mexico,,,,,,,,,,1
3198,Medtronic - Mỹ,,,,,,,,,,1
3199,Medtronic - USA,,,,,,,,,,1
3200,Medtronic/ Ireland,,,,,,,,,,1
3201,Medtronic/ Mỹ,,,,,,,,,,1
3202,Medtronic/Mỹ,,,,,,,,,,1
3203,Medtronic/Mỹ/Thụy Sỹ/Singapore,,,,,,,,,,1
3204,Medtronic-Libieir/Kanghui,,,,,,,,,,1
3205,Medtronic-Mỹ,,,,,,,,,,1
3206,Mega,,,,,,,,,,1
3207,Mega Lifesciences (Australia) Pty Ltd,,,,,,,,,,1
3208,Mega Lifesciences Ltd,,,,,,,,,,1
3209,Meiji,,,,,,,,,,1
3210,Meiji Seika Kaisha Ltd,,,,,,,,,,1
3211,Meiji Seika Kaisha Ltd.,,,,,,,,,,1
3212,"Meiji Seika Pharma Co, Ltd",,,,,,,,,,1
3213,"Meiji Seika Pharma, Co.Ltd",,,,,,,,,,1
3214,Mekong,,,,,,,,,,1
3215,Mekong - Cty TNHH TB Thí Nghiệm Mekong,"",An Giang,Việt nam,"","","",                                                  ,                                                  ,NHAPNCC,1
3216,Mekopha,,,,,,,,,,1
3217,Mekophar,,,,,,,,,,1
3218,CHI NHÁNH CÔNG TY CỔ PHẦN HÓA-DƯỢC PHẨM MEKOPHAR (TẠI CẦN THƠ),CẦN THƠ,"",Việt Nam,"","","",                                                  ,                                                  ,NHAPNCC,1
3219,Mekophar - Việt Nam,,,,,,,,,,1
3220,Mekophar-VN,,,,,,,,,,1
3221,Memscap,,,,,,,,,,1
3222,Menarini - von Heyden GmbH,,,,,,,,,,1
3223,Mepro,,,,,,,,,,1
3224,Mera - Nhật Bản,,,,,,,,,,1
3225,Merck,,,,,,,,,,1
3226,Merck - Đức,,,,,,,,,,1
3227,"Merck & Co., Inc- Mỹ, packed by Australia- Úc, Mỹ đóng gói Úc",,,,,,,,,,1
3228,Merck- Đức,,,,,,,,,,1
3229,Merck KGaA,,,,,,,,,,1
3230,"Merck KGaA - §øc ®ãng gãi t¹i Merck KGaA & Co., Werk Spittal - ¸o",,,,,,,,,,1
3231,Merck KGaA - Đức đóng gói - Áo,,,,,,,,,,1
3232,"Merck KGaA - Đức,",,,,,,,,,,1
3233,"Merck KGaA - Đức; đóng gói tại Merck KGaA & Co., Werk Spittal - Áo",,,,,,,,,,1
3234,"Merck KGaA, đóng gói tại Merck KGaA & Co., Werk Spittal - Áo",,,,,,,,,,1
3235,"Merck KGaA; đóng gói bởi Merck KGaA & Co., Werk Spittal",,,,,,,,,,1
3236,"Merck KGaA; đóng gói bởi Merck KGaA&Co., Werk",,,,,,,,,,1
3237,Merck Sante s.a.s,,,,,,,,,,1
3238,Merck Sante s.a.s-,,,,,,,,,,1
3239,Merck Sante s.a.s - Ph¸p,,,,,,,,,,1
3240,Merck Sante s.a.s - Pháp,,,,,,,,,,1
3241,"Merck Sante s.a.s- Pháp,",,,,,,,,,,1
3242,Merck Sharp & Dohme (Italia) S.P.A-Ý,,,,,,,,,,1
3243,Merck Sharp & Dohme Corp,,,,,,,,,,1
3244,Merck Sharp & Dohme Corp.,,,,,,,,,,1
3245,Merck Sharp & Dohme Corp. ®ãng gãi t¹i Merck Sharp & Dohme (Australia) Pty. Ltd.,,,,,,,,,,1
3246,Merck Sharp & Dohme Corp. đóng gói tại Merck Shar,,,,,,,,,,1
3247,"Merck Sharp & Dohme Corp., đóng gói tại Australia",,,,,,,,,,1
3248,Merck Sharp & Dohme Corp.; đóng gói tại Merck Shar,,,,,,,,,,1
3249,Merck Sharp & Dohme Ltd.,,,,,,,,,,1
